id_producto,sku,nombre_producto,categoria,subcategoria,marca,precio_lista,costo_unitario,estado_producto,fecha_actualizacion
P0418,SKU-JUG-0418,Andina Coleccionables Modelo 0418,Jugueteria,Coleccionables,Andina,793100,586100,Activo,2024-10-30
P0419,SKU-ELE-0419,Proseware Lavado Modelo 0419,Electrohogar,Lavado,Proseware,670200,520600,Activo,2025-07-19
P0420,SKU-MOD-0420,Northwind Calzado Modelo 0420,Moda,Calzado,Northwind,278200,148200,Activo,2024-04-17
P0421,SKU-DEP-0421,Tailspin Fitness Modelo 0421,Deportes,Fitness,Tailspin,1059200,755400,Activo,2024-11-03
P0422,SKU-MUE-0422,Fabrikam Sala Modelo 0422,Muebles,Sala,Fabrikam,1565200,1159100,Activo,2024-05-09
P0423,SKU-JUG-0423,Tailspin Coleccionables Modelo 0423,Jugueteria,Coleccionables,Tailspin,551400,349500,Activo,2026-01-14
P0424,SKU-TEC-0424,Contoso Accesorios Modelo 0424,Tecnologia,Accesorios,Contoso,1740400,1089000,Activo,2025-04-19
P0425,SKU-BEL-0425,Northwind Maquillaje Modelo 0425,Belleza,Maquillaje,Northwind,48100,37200,Activo,2024-04-15
P0426,SKU-ALI-0426,Litware Snacks Modelo 0426,Alimentos,Snacks,Litware,870400,625200,Activo,2026-03-04
P0427,SKU-ALI-0427,Northwind Bebidas Modelo 0427,Alimentos,Bebidas,Northwind,2317000,1309400,Activo,2025-05-22
P0428,SKU-DEP-0428,Andina Ciclismo Modelo 0428,Deportes,Ciclismo,Andina,1258400,866600,Activo,2025-03-31
P0429,SKU-JUG-0429,Proseware Didacticos Modelo 0429,Jugueteria,Didacticos,Proseware,558100,400200,Activo,2024-03-20
P0430,SKU-MUE-0430,Fabrikam Sala Modelo 0430,Muebles,Sala,Fabrikam,2138500,1534000,Activo,2026-05-31
P0431,SKU-ELE-0431,Andina Aspiradoras Modelo 0431,Electrohogar,Aspiradoras,Andina,759100,577900,Activo,2025-07-09
P0432,SKU-DEP-0432,Northwind Ciclismo Modelo 0432,Deportes,Ciclismo,Northwind,161900,123200,Descontinuado,2024-09-27
P0433,SKU-BEL-0433,Adventure Maquillaje Modelo 0433,Belleza,Maquillaje,Adventure,347000,234300,Activo,2024-06-23
P0434,SKU-TEC-0434,Contoso Accesorios Modelo 0434,Tecnologia,Accesorios,Contoso,2414800,1419900,Activo,2025-09-14
P0435,SKU-JUG-0435,Tailspin Didacticos Modelo 0435,Jugueteria,Didacticos,Tailspin,1017400,550400,Activo,2024-11-21
P0436,SKU-MOD-0436,Tailspin Mujer Modelo 0436,Moda,Mujer,Tailspin,1422300,914400,Activo,2025-01-10
P0437,SKU-DEP-0437,Adventure Futbol Modelo 0437,Deportes,Futbol,Adventure,2106700,1175000,Activo,2026-01-11
P0438,SKU-MUE-0438,Tailspin Sala Modelo 0438,Muebles,Sala,Tailspin,70200,43400,Activo,2026-02-17
P0439,SKU-MOD-0439,Andina Calzado Modelo 0439,Moda,Calzado,Andina,1375400,990000,Activo,2026-06-02
P0440,SKU-BEL-0440,Northwind Perfumes Modelo 0440,Belleza,Perfumes,Northwind,628600,427100,Activo,2024-06-18
P0441,SKU-MUE-0441,WideWorld Sala Modelo 0441,Muebles,Sala,WideWorld,1062200,645000,Activo,2025-06-16
P0442,SKU-TEC-0442,Andina Accesorios Modelo 0442,Tecnologia,Accesorios,Andina,421300,289800,Activo,2025-08-03
P0443,SKU-TEC-0443,Fabrikam Audio Modelo 0443,Tecnologia,Audio,Fabrikam,1459300,990400,Activo,2025-04-06
P0444,SKU-ALI-0444,Litware Despensa Modelo 0444,Alimentos,Despensa,Litware,1486300,856200,Activo,2024-10-22
P0445,SKU-ALI-0445,Proseware Gourmet Modelo 0445,Alimentos,Gourmet,Proseware,1368800,1049900,Activo,2024-06-19
P0446,SKU-TEC-0446,Adventure Accesorios Modelo 0446,Tecnologia,Accesorios,Adventure,1539800,839000,Activo,2024-05-27
P0447,SKU-ALI-0447,Fabrikam Gourmet Modelo 0447,Alimentos,Gourmet,Fabrikam,878400,658900,Descontinuado,2025-11-08
P0448,SKU-MOD-0448,Fabrikam Hombre Modelo 0448,Moda,Hombre,Fabrikam,76000,59000,Activo,2025-04-10
P0449,SKU-MOD-0449,WideWorld Calzado Modelo 0449,Moda,Calzado,WideWorld,951100,555200,Activo,2025-02-23
P0450,SKU-ALI-0450,Andina Bebidas Modelo 0450,Alimentos,Bebidas,Andina,1914700,1462700,Activo,2024-04-13
P0451,SKU-TEC-0451,Northwind Video Modelo 0451,Tecnologia,Video,Northwind,349200,272300,Activo,2024-03-12
P0452,SKU-MOD-0452,Litware Calzado Modelo 0452,Moda,Calzado,Litware,836900,556100,Activo,2026-02-21
P0453,SKU-MOD-0453,Tailspin Hombre Modelo 0453,Moda,Hombre,Tailspin,2018000,1366600,Activo,2026-01-01
P0454,SKU-TEC-0454,Northwind Audio Modelo 0454,Tecnologia,Audio,Northwind,428100,246400,Activo,2025-10-08
P0455,SKU-ALI-0455,Litware Snacks Modelo 0455,Alimentos,Snacks,Litware,1323800,693600,Activo,2026-06-01
P0456,SKU-TEC-0456,WideWorld Audio Modelo 0456,Tecnologia,Audio,WideWorld,2376400,1795200,Activo,2025-03-27
P0457,SKU-DEP-0457,Fabrikam Ciclismo Modelo 0457,Deportes,Ciclismo,Fabrikam,1584900,969700,Activo,2025-10-01
P0458,SKU-MOD-0458,Proseware Mujer Modelo 0458,Moda,Mujer,Proseware,121500,80800,Descontinuado,2025-10-12
P0459,SKU-TEC-0459,Proseware Computadores Modelo 0459,Tecnologia,Computadores,Proseware,1608500,1217900,Activo,2026-02-20
P0460,SKU-MOD-0460,Contoso Infantil Modelo 0460,Moda,Infantil,Contoso,622800,477400,Activo,2025-10-21
P0461,SKU-BEL-0461,WideWorld Cuidado facial Modelo 0461,Belleza,Cuidado facial,WideWorld,2126600,1321900,Activo,2025-10-15
P0462,SKU-BEL-0462,Adventure Perfumes Modelo 0462,Belleza,Perfumes,Adventure,1412100,811900,Activo,2025-08-12
P0463,SKU-ALI-0463,Tailspin Snacks Modelo 0463,Alimentos,Snacks,Tailspin,48100,26100,Activo,2024-07-03
P0464,SKU-ALI-0464,Andina Despensa Modelo 0464,Alimentos,Despensa,Andina,754700,459700,Activo,2026-03-15
P0465,SKU-ALI-0465,Northwind Despensa Modelo 0465,Alimentos,Despensa,Northwind,529000,360900,Activo,2025-08-15
P0466,SKU-DEP-0466,Fabrikam Outdoor Modelo 0466,Deportes,Outdoor,Fabrikam,2353400,1522000,Activo,2026-04-25
P0467,SKU-TEC-0467,Andina Audio Modelo 0467,Tecnologia,Audio,Andina,531300,389000,Activo,2025-10-20
P0468,SKU-ELE-0468,Proseware Cocina Modelo 0468,Electrohogar,Cocina,Proseware,304500,161700,Activo,2024-08-19
P0469,SKU-BEL-0469,Adventure Perfumes Modelo 0469,Belleza,Perfumes,Adventure,1096200,698300,Activo,2026-05-31
P0470,SKU-MUE-0470,Litware Dormitorio Modelo 0470,Muebles,Dormitorio,Litware,1946600,1138100,Activo,2026-04-17
P0471,SKU-ALI-0471,Fabrikam Gourmet Modelo 0471,Alimentos,Gourmet,Fabrikam,1579800,1129200,Activo,2024-02-06
P0472,SKU-BEL-0472,WideWorld Cuidado facial Modelo 0472,Belleza,Cuidado facial,WideWorld,1994100,1236500,Activo,2026-05-14
P0473,SKU-ALI-0473,Litware Bebidas Modelo 0473,Alimentos,Bebidas,Litware,2066600,1225300,Activo,2024-12-30
P0474,SKU-DEP-0474,Tailspin Ciclismo Modelo 0474,Deportes,Ciclismo,Tailspin,594600,407800,Activo,2025-09-14
P0475,SKU-JUG-0475,Northwind Construccion Modelo 0475,Jugueteria,Construccion,Northwind,2492500,1849100,Activo,2024-10-27
P0476,SKU-BEL-0476,Litware Cuidado facial Modelo 0476,Belleza,Cuidado facial,Litware,1561100,1036500,Activo,2026-05-19
P0477,SKU-ALI-0477,Fabrikam Snacks Modelo 0477,Alimentos,Snacks,Fabrikam,1138200,793300,Activo,2025-12-04
P0478,SKU-ELE-0478,Tailspin Cocina Modelo 0478,Electrohogar,Cocina,Tailspin,561100,302000,Activo,2024-11-05
P0479,SKU-MUE-0479,Proseware Dormitorio Modelo 0479,Muebles,Dormitorio,Proseware,899000,653500,Descontinuado,2026-01-28
P0480,SKU-ELE-0480,Tailspin Cocina Modelo 0480,Electrohogar,Cocina,Tailspin,2139600,1562100,Activo,2025-07-15
P0481,SKU-BEL-0481,Proseware Cuidado facial Modelo 0481,Belleza,Cuidado facial,Proseware,982300,513600,Activo,2024-09-03
P0482,SKU-DEP-0482,Tailspin Outdoor Modelo 0482,Deportes,Outdoor,Tailspin,926600,669000,Activo,2025-11-30
P0483,SKU-DEP-0483,Northwind Fitness Modelo 0483,Deportes,Fitness,Northwind,444900,246200,Activo,2026-04-22
P0484,SKU-DEP-0484,Proseware Futbol Modelo 0484,Deportes,Futbol,Proseware,1083100,631700,Activo,2025-11-24
P0485,SKU-JUG-0485,Northwind Construccion Modelo 0485,Jugueteria,Construccion,Northwind,2351100,1465200,Descontinuado,2026-02-02
P0486,SKU-DEP-0486,Northwind Fitness Modelo 0486,Deportes,Fitness,Northwind,1765700,1287000,Activo,2026-02-05
P0487,SKU-BEL-0487,Litware Perfumes Modelo 0487,Belleza,Perfumes,Litware,402400,280400,Activo,2026-04-25
P0488,SKU-DEP-0488,Northwind Outdoor Modelo 0488,Deportes,Outdoor,Northwind,1704700,1044600,Activo,2024-06-26
P0489,SKU-MOD-0489,WideWorld Infantil Modelo 0489,Moda,Infantil,WideWorld,1791600,1271800,Activo,2025-12-23
P0490,SKU-MUE-0490,Fabrikam Dormitorio Modelo 0490,Muebles,Dormitorio,Fabrikam,39400,22400,Activo,2025-10-07
P0491,SKU-TEC-0491,Fabrikam Audio Modelo 0491,Tecnologia,Audio,Fabrikam,1849000,1090500,Activo,2026-02-21
P0492,SKU-DEP-0492,Contoso Fitness Modelo 0492,Deportes,Fitness,Contoso,90000,61900,Activo,2026-04-09
P0493,SKU-BEL-0493,WideWorld Perfumes Modelo 0493,Belleza,Perfumes,WideWorld,1103100,742400,Descontinuado,2025-11-17
P0494,SKU-MUE-0494,Tailspin Dormitorio Modelo 0494,Muebles,Dormitorio,Tailspin,2230200,1371400,Activo,2026-05-23
P0495,SKU-MOD-0495,Proseware Mujer Modelo 0495,Moda,Mujer,Proseware,1788200,1347700,Activo,2025-08-04
P0496,SKU-ELE-0496,Northwind Lavado Modelo 0496,Electrohogar,Lavado,Northwind,1228900,936800,Activo,2024-09-06
P0497,SKU-ALI-0497,Adventure Gourmet Modelo 0497,Alimentos,Gourmet,Adventure,2112000,1338900,Activo,2025-03-03
P0498,SKU-BEL-0498,Litware Cuidado corporal Modelo 0498,Belleza,Cuidado corporal,Litware,1606300,1103000,Activo,2024-08-04
P0499,SKU-ELE-0499,Andina Aspiradoras Modelo 0499,Electrohogar,Aspiradoras,Andina,2424900,1797200,Activo,2024-08-19
P0500,SKU-TEC-0500,Litware Video Modelo 0500,Tecnologia,Video,Litware,2426300,1268700,Activo,2024-03-25
